         245311425 function calls (244947111 primitive calls) in 213.903 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1900    0.009    0.000    0.044    0.000 c:\Users\david\Box\SimOpt\SimOpt_GitHub_repo\simopt\simopt\rng\mrg32k3a.py:407(advance_substream)
    37650    0.009    0.000    0.009    0.000 {built-in method builtins.min}
      212    0.009    0.000    0.644    0.003 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:1098(_update_ticks)
     9914    0.008    0.000    0.022    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:1831(__init__)
      637    0.008    0.000    0.643    0.001 c:\Users\david\Box\SimOpt\SimOpt_GitHub_repo\simopt\simopt\wrapper_base.py:1068(compute_bootstrap_CI)
     4988    0.008    0.000    0.197    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\scipy\stats\_distn_infrastructure.py:520(argsreduce)
    17082    0.008    0.000    0.008    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     1676    0.008    0.000    0.008    0.000 {method 'round' of 'numpy.ndarray' objects}
    20394    0.008    0.000    0.011    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\lib\arraysetops.py:138(_unpack_tuple)
     8081    0.008    0.000    0.008    0.000 {method 'splitlines' of 'str' objects}
    14928    0.008    0.000    0.054    0.000 <__array_function__ internals>:2(ravel)
      551    0.008    0.000    0.327    0.001 <frozen importlib._bootstrap_external>:914(get_code)
    94/84    0.008    0.000    0.077    0.001 {built-in method _imp.exec_dynamic}
     1031    0.008    0.000    0.021    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\inspect.py:2124(_signature_from_function)
      289    0.008    0.000    0.070    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\collections.py:291(draw)
    47965    0.008    0.000    0.008    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\multiarray.py:145(concatenate)
    41367    0.008    0.000    0.008    0.000 {method 'get' of 'dict' objects}
2308/2272    0.008    0.000    0.012    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\spines.py:424(get_spine_transform)
     1411    0.007    0.000    0.030    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\font_manager.py:623(__init__)
    46318    0.007    0.000    0.007    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\numeric.py:398(_count_nonzero_dispatcher)
     5039    0.007    0.000    0.008    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\contextlib.py:82(__init__)
16907/16903    0.007    0.000    0.008    0.000 {method 'join' of 'str' objects}
     4621    0.007    0.000    0.007    0.000 {built-in method matplotlib._path.affine_transform}
     9555    0.007    0.000    0.011    0.000 {built-in method builtins.max}
    15578    0.007    0.000    0.009    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\artist.py:336(pchanged)
    10652    0.007    0.000    0.007    0.000 {method 'expandtabs' of 'str' objects}
      525    0.007    0.000    0.045    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:709(intersection)
     4595    0.007    0.000    0.013    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\cbook\__init__.py:882(get_siblings)
     9374    0.007    0.000    0.027    0.000 <__array_function__ internals>:2(dot)
     1830    0.007    0.000    0.015    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\lines.py:1147(set_linestyle)
  479/221    0.007    0.000    0.113    0.001 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\offsetbox.py:528(get_extent_offsets)
     1673    0.007    0.000    0.042    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\font_manager.py:1166(findfont)
     2213    0.007    0.000    0.048    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\markers.py:272(set_marker)
     8725    0.007    0.000    0.035    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\artist.py:49(_stale_axes_callback)
     2654    0.006    0.000    0.065    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:1388(transform)
     1229    0.006    0.000    0.045    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\text.py:121(__init__)
    48852    0.006    0.000    0.006    0.000 {method 'lstrip' of 'str' objects}
    696/2    0.006    0.000    1.324    0.662 <frozen importlib._bootstrap>:986(_find_and_load)
      300    0.006    0.000    1.212    0.004 c:\Users\david\Box\SimOpt\SimOpt_GitHub_repo\simopt\simopt\wrapper_base.py:1052(<listcomp>)
     7270    0.006    0.000    0.034    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\fromnumeric.py:2676(amin)
5464/5463    0.006    0.000    0.026    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:1015(get_points)
     1274    0.006    0.000    0.013    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\scipy\_lib\_util.py:15(_valarray)
    29847    0.006    0.000    0.006    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\fromnumeric.py:2232(_any_dispatcher)
     2354    0.006    0.000    0.025    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\text.py:838(get_prop_tup)
      837    0.005    0.000    0.013    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:1924(rotate)
     6309    0.005    0.000    0.055    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\re.py:289(_compile)
      756    0.005    0.000    0.010    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\cycler.py:349(by_key)
1441/1040    0.005    0.000    0.034    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\inspect.py:2218(_signature_from_callable)
     1634    0.005    0.000    0.008    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\ma\core.py:2912(_update_from)
11237/10075    0.005    0.000    0.601    0.000 {built-in method builtins.next}
    40587    0.005    0.000    0.005    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\artist.py:192(axes)
     1482    0.005    0.000    0.005    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:2859(_interval_contains_close)
     4621    0.005    0.000    0.018    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:1793(transform_affine)
     1519    0.005    0.000    0.016    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\backend_bases.py:719(__init__)
14014/8504    0.005    0.000    0.021    0.000 {built-in method builtins.hash}
     1482    0.005    0.000    0.008    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\ticker.py:577(__call__)
     5880    0.005    0.000    0.005    0.000 {method 'match' of 're.Pattern' objects}
      682    0.005    0.000    0.288    0.000 <frozen importlib._bootstrap>:890(_find_spec)
 1004/193    0.005    0.000    0.012    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\sre_compile.py:71(_compile)
     4121    0.005    0.000    0.015    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\text.py:824(get_unitless_position)
       27    0.005    0.000    0.022    0.001 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\__init__.py:904(_rc_params_in_file)
     4407    0.005    0.000    0.034    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\markers.py:227(_recache)
      300    0.005    0.000    0.848    0.003 c:\Users\david\Box\SimOpt\SimOpt_GitHub_repo\simopt\simopt\wrapper_base.py:1049(<listcomp>)
     1486    0.005    0.000    0.007    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\inspect.py:2772(__init__)
     2009    0.005    0.000    0.021    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axes\_base.py:583(_unstale_viewLim)
     7464    0.005    0.000    0.131    0.000 <__array_function__ internals>:2(extract)
     1350    0.005    0.000    0.236    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\backends\backend_agg.py:196(get_text_width_height_descent)
      637    0.005    0.000    0.005    0.000 c:\Users\david\Box\SimOpt\SimOpt_GitHub_repo\simopt\simopt\wrapper_base.py:1097(<listcomp>)
     5039    0.005    0.000    0.065    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\contextlib.py:117(__exit__)
     1827    0.005    0.000    0.022    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:1986(scale)
     5664    0.005    0.000    0.013    0.000 {built-in method builtins.any}
     1102    0.005    0.000    0.023    0.000 <frozen importlib._bootstrap_external>:354(cache_from_source)
     7536    0.005    0.000    0.015    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\lib\function_base.py:1684(place)
    23159    0.005    0.000    0.005    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\lib\function_base.py:3709(_quantile_dispatcher)
     1170    0.005    0.000    0.011    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\lib\shape_base.py:612(column_stack)
      424    0.005    0.000    0.011    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\ticker.py:730(_set_order_of_magnitude)
     7536    0.005    0.000    0.028    0.000 <__array_function__ internals>:2(place)
      464    0.004    0.000    0.006    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:2779(nonsingular)
      424    0.004    0.000    0.016    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\ticker.py:691(_compute_offset)
       97    0.004    0.000    0.011    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\collections\__init__.py:313(namedtuple)
     7907    0.004    0.000    0.022    0.000 <__array_function__ internals>:2(nonzero)
    32545    0.004    0.000    0.004    0.000 {method 'pop' of 'dict' objects}
     3641    0.004    0.000    0.007    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\lines.py:1114(_split_drawstyle_linestyle)
     1817    0.004    0.000    0.015    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\path.py:96(__init__)
     1420    0.004    0.000    0.005    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\font_manager.py:778(set_weight)
    11050    0.004    0.000    0.004    0.000 {method 'replace' of 'str' objects}
      894    0.004    0.000    0.006    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\lib\function_base.py:1141(diff)
     8772    0.004    0.000    0.005    0.000 {built-in method _abc._abc_instancecheck}
     3145    0.004    0.000    0.007    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\inspect.py:2489(__init__)
     3941    0.004    0.000    0.008    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\artist.py:695(set_figure)
     7907    0.004    0.000    0.004    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      386    0.004    0.000    0.007    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\collections.py:868(set_sizes)
    10038    0.004    0.000    0.008    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\font_manager.py:1220(<genexpr>)
     2578    0.004    0.000    0.014    0.000 {method 'any' of 'numpy.generic' objects}
     7422    0.004    0.000    0.004    0.000 {built-in method __new__ of type object at 0x00007FFA0733B810}
     4447    0.004    0.000    0.016    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:126(invalidate)
     7270    0.004    0.000    0.042    0.000 <__array_function__ internals>:2(amin)
     1285    0.004    0.000    0.008    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
     3194    0.004    0.000    0.032    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:346(xmin)
      200    0.004    0.000    0.810    0.004 c:\Users\david\Box\SimOpt\SimOpt_GitHub_repo\simopt\simopt\wrapper_base.py:1060(<listcomp>)
     5630    0.004    0.000    0.017    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\colors.py:123(_is_nth_color)
     5487    0.004    0.000    0.039    0.000 <__array_function__ internals>:2(atleast_1d)
     1673    0.004    0.000    0.055    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\backends\backend_agg.py:243(_get_agg_font)
     5640    0.004    0.000    0.016    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\re.py:188(match)
     1274    0.004    0.000    0.004    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\scipy\stats\_distn_infrastructure.py:901(_open_support_mask)
