DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,easy_solve,reuse_points,ps_sufficient_reduction,initial_solution,budget,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N)
30,False,0.4,0.34,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
30,False,0.4,0.34,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
30,False,0.4,0.34,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
31,False,0.2,0.71,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
31,False,0.2,0.71,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
31,False,0.2,0.71,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
31,False,0.2,0.71,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
31,False,0.2,0.71,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
32,False,0.5,0.79,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
32,False,0.5,0.79,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
32,False,0.5,0.79,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
32,False,0.5,0.79,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
32,False,0.5,0.79,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
33,False,0.55,0.38,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
33,False,0.55,0.38,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
33,False,0.55,0.38,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
33,False,0.55,0.38,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
33,False,0.55,0.38,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
